年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
1988,印度,气候灾害,风暴,南亚,1,74,1900000,13000.0
1989,印度,气候灾害,风暴,南亚,1,43,3700000,0.0
1989,印度,气候灾害,风暴,南亚,1,50,0,0.0
1990,印度,气候灾害,风暴,南亚,1,957,2600000,580000.0
1990,印度,气候灾害,风暴,南亚,1,500,0,0.0
1990,印度,气候灾害,风暴,南亚,1,120,0,2200000.0
1990,印度,气候灾害,风暴,南亚,1,250,1500000,112800.0
1990,印度,气候灾害,风暴,南亚,1,16,0,0.0
1991,印度,气候灾害,风暴,南亚,1,125,25000,0.0
1992,印度,气候灾害,风暴,南亚,1,25,100,0.0
1992,印度,气候灾害,风暴,南亚,1,60,0,0.0
1993,印度,气候灾害,风暴,南亚,1,61,72000,100000.0
1993,印度,气候灾害,风暴,南亚,1,125,500,0.0
1994,印度,气候灾害,风暴,南亚,1,208,428500,19100.0
1994,印度,气候灾害,风暴,南亚,1,11,100,0.0
1995,印度,气候灾害,风暴,南亚,1,128,0,46300.0
1995,印度,气候灾害,风暴,南亚,1,94,12000,2000.0
1996,印度,气候灾害,风暴,南亚,1,731,1842100,0.0
1996,印度,气候灾害,风暴,南亚,1,92,0,0.0
1996,印度,气候灾害,风暴,南亚,1,708,7000000,1500300.0
1996,印度,气候灾害,风暴,南亚,1,6,335000,0.0
1997,印度,气候灾害,风暴,南亚,1,25,0,0.0
1998,印度,气候灾害,风暴,南亚,1,250,40500,10000.0
1998,印度,气候灾害,风暴,南亚,1,2871,4600893,469000.0
1998,印度,气候灾害,风暴,南亚,1,250,0,0.0
1998,印度,气候灾害,风暴,南亚,1,100,20000,0.0
1999,印度,气候灾害,风暴,南亚,1,451,40696,20000.0
1999,印度,气候灾害,风暴,南亚,1,84,1201000,470000.0
1999,印度,气候灾害,风暴,南亚,1,9843,12628312,2500000.0
2000,印度,气候灾害,风暴,南亚,1,0,0,0.0
2000,印度,气候灾害,风暴,南亚,1,0,30000,0.0
2001,印度,气候灾害,风暴,南亚,1,21,0,0.0
2001,印度,气候灾害,风暴,南亚,1,78,27000,0.0
2001,印度,气候灾害,风暴,南亚,1,0,0,0.0
2002,印度,气候灾害,风暴,南亚,1,9,5050,416.0
2002,印度,气候灾害,风暴,南亚,1,0,10200,0.0
2002,印度,气候灾害,风暴,南亚,1,11,0,0.0
2002,印度,气候灾害,风暴,南亚,1,124,0,0.0
2003,印度,气候灾害,风暴,南亚,1,20,200,0.0
2003,印度,气候灾害,风暴,南亚,1,14,4,0.0
2003,印度,气候灾害,风暴,南亚,1,5,140,0.0
2003,印度,气候灾害,风暴,南亚,1,30,485910,16000.0
2003,印度,气候灾害,风暴,南亚,1,45,4600,0.0
2003,印度,气候灾害,风暴,南亚,1,0,460,0.0
2003,印度,气候灾害,风暴,南亚,1,50,40000,28000.0
2005,印度,气候灾害,风暴,南亚,1,18,7550,0.0
2005,印度,气候灾害,风暴,南亚,1,20,20,0.0
2005,印度,气候灾害,风暴,南亚,1,11,20,0.0
2005,印度,气候灾害,风暴,南亚,1,33,61000,0.0
2006,印度,气候灾害,风暴,南亚,1,114,150300,0.0
2006,印度,气候灾害,风暴,南亚,1,76,0,0.0
2007,印度,气候灾害,风暴,南亚,1,0,0,0.0
2008,印度,气候灾害,风暴,南亚,1,111,50,25000.0
2009,印度,气候灾害,风暴,南亚,1,15,9050,0.0
2009,印度,气候灾害,风暴,南亚,1,96,5100000,0.0
2009,印度,气候灾害,风暴,南亚,1,35,12,0.0
2009,印度,气候灾害,风暴,南亚,1,20,0,300000.0
2009,印度,气候灾害,风暴,南亚,1,32,23,0.0
2009,印度,气候灾害,风暴,南亚,1,20,0,0.0
2010,印度,气候灾害,风暴,南亚,1,114,500000,0.0
2010,印度,气候灾害,风暴,南亚,1,54,50,0.0
2010,印度,气候灾害,风暴,南亚,1,32,0,0.0
2010,印度,气候灾害,风暴,南亚,1,25,0,0.0
2010,印度,气候灾害,风暴,南亚,1,12,2030,0.0
2010,印度,气候灾害,风暴,南亚,1,22,0,0.0
2010,印度,气候灾害,风暴,南亚,1,28,5000,0.0
2011,印度,气候灾害,风暴,南亚,1,42,50,0.0
2011,印度,气候灾害,风暴,南亚,1,47,250000,375625.0
2011,印度,气候灾害,风暴,南亚,1,17,0,0.0
2012,印度,气候灾害,风暴,南亚,1,40,70000,0.0
2013,印度,气候灾害,风暴,南亚,1,9,0,0.0
2013,印度,气候灾害,风暴,南亚,1,8,4,0.0
2013,印度,气候灾害,风暴,南亚,1,47,13230000,633471.0
2013,印度,气候灾害,风暴,南亚,1,32,0,0.0
2013,印度,气候灾害,风暴,南亚,1,10,0,262000.0
2014,印度,气候灾害,风暴,南亚,1,17,9610,0.0
2014,印度,气候灾害,风暴,南亚,1,15,26,0.0
2014,印度,气候灾害,风暴,南亚,1,53,920000,7000000.0
2014,印度,气候灾害,风暴,南亚,1,27,0,0.0
2014,印度,气候灾害,风暴,南亚,1,7,1928,0.0
2015,印度,气候灾害,风暴,南亚,1,1,10000,3000.0
2015,印度,气候灾害,风暴,南亚,1,27,0,906000.0
2015,印度,气候灾害,风暴,南亚,1,100,125100,160000.0
2015,印度,气候灾害,风暴,南亚,1,32,0,0.0
2015,印度,气候灾害,风暴,南亚,1,23,0,0.0
2015,印度,气候灾害,风暴,南亚,1,29,0,0.0
2016,印度,气候灾害,风暴,南亚,1,11,0,0.0
2016,印度,气候灾害,风暴,南亚,1,93,0,0.0
2016,印度,气候灾害,风暴,南亚,1,24,0,1000000.0
2017,印度,气候灾害,风暴,南亚,1,0,1970,0.0
2017,印度,气候灾害,风暴,南亚,1,23,12,0.0
2017,印度,气候灾害,风暴,南亚,1,884,60000,0.0
2017,印度,气候灾害,风暴,南亚,1,29,1250,0.0
2017,印度,气候灾害,风暴,南亚,1,4,60020,0.0
2018,印度,气候灾害,风暴,南亚,1,42,200,100000.0
2018,印度,气候灾害,风暴,南亚,1,18,22050,100000.0
2018,印度,气候灾害,风暴,南亚,1,95,0,0.0
2018,印度,气候灾害,风暴,南亚,1,143,200,24000.0
2018,印度,气候灾害,风暴,南亚,1,42,0,0.0
2018,印度,气候灾害,风暴,南亚,1,61,0,100000.0
2018,印度,气候灾害,风暴,南亚,1,32,21000,0.0
2018,印度,气候灾害,风暴,南亚,1,54,0,0.0
2018,印度,气候灾害,风暴,南亚,1,85,300200,920000.0
2018,印度,气候灾害,风暴,南亚,1,45,249000,0.0
1968,马来西亚,气候灾害,风暴,东南亚,1,21,10000,0.0
1996,马来西亚,气候灾害,风暴,东南亚,1,270,4176,52000.0
1997,马来西亚,气候灾害,风暴,东南亚,1,2,2115,1000.0
2000,马来西亚,气候灾害,风暴,东南亚,1,0,500,0.0
2002,马来西亚,气候灾害,风暴,东南亚,1,2,155,0.0
2004,马来西亚,气候灾害,风暴,东南亚,1,0,1000,0.0
2004,马来西亚,气候灾害,风暴,东南亚,1,1,40000,0.0
2017,马来西亚,气候灾害,风暴,东南亚,1,0,426,0.0
1957,斯里兰卡,气候灾害,风暴,南亚,1,200,250000,0.0
1964,斯里兰卡,气候灾害,风暴,南亚,1,206,380000,37300.0
1978,斯里兰卡,气候灾害,风暴,南亚,1,740,1005000,100000.0
1985,斯里兰卡,气候灾害,风暴,南亚,1,0,8000,0.0
2000,斯里兰卡,气候灾害,风暴,南亚,1,5,375000,0.0
2008,斯里兰卡,气候灾害,风暴,南亚,1,9,50000,0.0
2011,斯里兰卡,气候灾害,风暴,南亚,1,22,35041,0.0
2012,斯里兰卡,气候灾害,风暴,南亚,1,0,69000,57000.0
2013,斯里兰卡,气候灾害,风暴,南亚,1,7,7339,0.0
2017,斯里兰卡,气候灾害,风暴,南亚,1,27,160077,346000.0
1953,越南,气候灾害,风暴,东南亚,1,1000,0,0.0
1956,越南,气候灾害,风暴,东南亚,1,56,0,0.0
1964,越南,气候灾害,风暴,东南亚,1,7000,700000,50000.0
1971,越南,气候灾害,风暴,东南亚,1,23,50000,0.0
1971,越南,气候灾害,风暴,东南亚,1,89,0,0.0
1973,越南,气候灾害,风暴,东南亚,1,100,150000,0.0
1977,越南,气候灾害,风暴,东南亚,1,0,1000,0.0
1980,越南,气候灾害,风暴,东南亚,1,132,6624710,0.0
1980,越南,气候灾害,风暴,东南亚,1,176,9027174,0.0
1982,越南,气候灾害,风暴,东南亚,1,70,1300290,0.0
1983,越南,气候灾害,风暴,东南亚,1,76,0,0.0
1983,越南,气候灾害,风暴,东南亚,1,578,845324,0.0
1983,越南,气候灾害,风暴,东南亚,1,80,336544,0.0
1984,越南,气候灾害,风暴,东南亚,1,21,1094,0.0
1984,越南,气候灾害,风暴,东南亚,1,134,650705,0.0
1985,越南,气候灾害,风暴,东南亚,1,798,450257,0.0
1986,越南,气候灾害,风暴,东南亚,1,435,2502502,0.0
1987,越南,气候灾害,风暴,东南亚,1,101,937011,0.0
1987,越南,气候灾害,风暴,东南亚,1,22,0,0.0
1988,越南,气候灾害,风暴,东南亚,1,137,600000,0.0
1988,越南,气候灾害,风暴,东南亚,1,20,720000,0.0
1989,越南,气候灾害,风暴,东南亚,1,104,1445491,0.0
1989,越南,气候灾害,风暴,东南亚,1,104,4635762,0.0
1989,越南,气候灾害,风暴,东南亚,1,751,336106,21000.0
1990,越南,气候灾害,风暴,东南亚,1,19,500108,0.0
1990,越南,气候灾害,风暴,东南亚,1,68,0,0.0
1990,越南,气候灾害,风暴,东南亚,1,15,2000,0.0
1991,越南,气候灾害,风暴,东南亚,1,17,455921,9500.0
1991,越南,气候灾害,风暴,东南亚,1,251,10200,1000.0
1991,越南,气候灾害,风暴,东南亚,1,8,10708,0.0
1991,越南,气候灾害,风暴,东南亚,1,21,776,0.0
1992,越南,气候灾害,风暴,东南亚,1,14,47186,400.0
1992,越南,气候灾害,风暴,东南亚,1,17,32172,18000.0
1993,越南,气候灾害,风暴,东南亚,1,130,11506,15000.0
1993,越南,气候灾害,风暴,东南亚,1,3,2016,0.0
1993,越南,气候灾害,风暴,东南亚,1,73,25235,50000.0
1994,越南,气候灾害,风暴,东南亚,1,30,11000,45000.0
1995,越南,气候灾害,风暴,东南亚,1,16,23051,21200.0
1996,越南,气候灾害,风暴,东南亚,1,585,387091,362000.0
1996,越南,气候灾害,风暴,东南亚,1,1,0,20.0
1996,越南,气候灾害,风暴,东南亚,1,9,280000,11000.0
1996,越南,气候灾害,风暴,东南亚,1,194,0,227000.0
1997,越南,气候灾害,风暴,东南亚,1,0,0,5000.0
1997,越南,气候灾害,风暴,东南亚,1,3682,1081127,470000.0
1997,越南,气候灾害,风暴,东南亚,1,10,50,5000.0
1998,越南,气候灾害,风暴,东南亚,1,42,500,0.0
1998,越南,气候灾害,风暴,东南亚,1,283,2440092,93200.0
1998,越南,气候灾害,风暴,东南亚,1,43,84645,15000.0
1999,越南,气候灾害,风暴,东南亚,1,10,0,0.0
2000,越南,气候灾害,风暴,东南亚,1,3,129,0.0
2000,越南,气候灾害,风暴,东南亚,1,0,2005,0.0
2000,越南,气候灾害,风暴,东南亚,1,15,4,5000.0
2000,越南,气候灾害,风暴,东南亚,1,0,5730,0.0
2000,越南,气候灾害,风暴,东南亚,1,0,503,35.0
2000,越南,气候灾害,风暴,东南亚,1,0,134,0.0
2000,越南,气候灾害,风暴,东南亚,1,5,6029,21000.0
2001,越南,气候灾害,风暴,东南亚,1,30,117453,25000.0
2001,越南,气候灾害,风暴,东南亚,1,3,10003,3200.0
2001,越南,气候灾害,风暴,东南亚,1,20,73183,55000.0
2002,越南,气候灾害,风暴,东南亚,1,0,1800,100.0
2003,越南,气候灾害,风暴,东南亚,1,0,5018,0.0
2004,越南,气候灾害,风暴,东南亚,1,14,905,7000.0
2004,越南,气候灾害,风暴,东南亚,1,56,500000,23000.0
2005,越南,气候灾害,风暴,东南亚,1,13,6500,0.0
2005,越南,气候灾害,风暴,东南亚,1,8,8500,20000.0
2005,越南,气候灾害,风暴,东南亚,1,75,337660,219250.0
2005,越南,气候灾害,风暴,东南亚,1,20,15000,11000.0
2006,越南,气候灾害,风暴,东南亚,1,1,1005,0.0
2006,越南,气候灾害,风暴,东南亚,1,204,600000,0.0
2006,越南,气候灾害,风暴,东南亚,1,17,2000,0.0
2006,越南,气候灾害,风暴,东南亚,1,71,1467925,624000.0
2006,越南,气候灾害,风暴,东南亚,1,95,1226360,456000.0
2006,越南,气候灾害,风暴,东南亚,1,13,0,10000.0
2007,越南,气候灾害,风暴,东南亚,1,96,685430,191000.0
2008,越南,气候灾害,风暴,东南亚,1,162,57630,120000.0
2008,越南,气候灾害,风暴,东南亚,1,46,58511,63000.0
2008,越南,气候灾害,风暴,东南亚,1,18,31680,6500.0
2008,越南,气候灾害,风暴,东南亚,1,11,0,0.0
