,住宿场所名称,省份,城市,商圈,星级,是否为客栈,房间数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率
2597,阿坝明辉庄园住宿,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2598,汶川嘉绒风情酒店,四川,阿坝,毕棚沟,二星及其他,低星,32,2.375,5,34.06,40,56,3,5,33,49,2,4,10,0.303,34147.0,0.079
2599,理县雪梦宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2600,阿坝旭日阳光假日酒店,四川,阿坝,毕棚沟,二星及其他,低星,17,4.839399815,54,34.06,30,45,20,32,28,41,19,30,0,0.0,34147.0,0.079
2601,阿坝红原月亮湾彩鸟露营住宿,四川,阿坝,毕棚沟,二星及其他,低星,25,3.0,2,34.06,7,12,4,7,4,7,3,6,0,0.0,34147.0,0.079
2602,理县绿色生态农庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2603,阿坝松潘甲藏仓客栈,四川,阿坝,黄龙机场、川主寺,二星及其他,客栈,8,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2604,阿坝百石海休闲农庄,四川,阿坝,毕棚沟,二星及其他,低星,30,5.0,1,34.06,1,1,1,1,1,1,1,1,1,1.0,34147.0,0.079
2605,阿坝若尔盖扎西藏家乐,四川,阿坝,西部旅游牧场,二星及其他,低星,10,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2606,阿坝九寨沟驿旅阳光客栈,四川,阿坝,九寨沟县城,二星及其他,低星,15,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2607,阿坝茂县九顶山怡雅山庄,四川,阿坝,毕棚沟,二星及其他,低星,50,4.226669788,24,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2608,九寨沟中田山庄,四川,阿坝,九寨沟县城,二星及其他,低星,40,5.0,1,34.06,8,11,5,7,8,11,5,7,0,0.0,34147.0,0.079
2609,阿坝苍旺藏家小院住宿,四川,阿坝,毕棚沟,二星及其他,低星,15,5.0,1,34.06,14,22,5,11,13,20,5,11,2,0.1538,34147.0,0.079
2610,阿坝孟屯高家客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,6,10,1,1,1,1,1,1,1,1.0,34147.0,0.079
2611,阿坝九顶山九鼎红山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,4.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2612,阿坝九顶山安乡缘农庄,四川,阿坝,毕棚沟,二星及其他,低星,20,4.0,3,34.06,2,2,1,1,2,2,1,1,0,0.0,34147.0,0.079
2613,阿坝名族商务宾馆,四川,阿坝,毕棚沟,二星及其他,低星,13,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2614,阿坝吉祥新居酒店,四川,阿坝,毕棚沟,二星及其他,低星,22,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2615,阿坝九顶山山水人家,四川,阿坝,毕棚沟,二星及其他,低星,13,3.666670084,3,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2616,阿坝九顶山九玖农庄,四川,阿坝,毕棚沟,二星及其他,低星,12,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2617,茂县九顶云岭山庄,四川,阿坝,毕棚沟,二星及其他,低星,17,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2618,阿坝福缘酒店,四川,阿坝,坪头羌寨,二星及其他,低星,53,5.0,1,34.06,3,3,1,1,3,3,1,1,2,0.6667,34147.0,0.079
2619,阿坝杨记客栈新寨店,四川,阿坝,桃坪羌寨,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2620,九寨沟三峡红叶宾馆,四川,阿坝,九寨沟沟口,二星及其他,低星,12,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2621,阿坝天下阁宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2622,九寨沟满驿卡仓客栈,四川,阿坝,九寨沟沟口,二星及其他,低星,6,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2623,九寨沟家庭旅馆,四川,阿坝,九寨沟县城,二星及其他,低星,8,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2624,茂县晋豪酒店,四川,阿坝,坪头羌寨,二星及其他,低星,30,5.0,1,34.06,5,8,1,1,5,8,1,1,1,0.2,34147.0,0.079
2625,理县金花山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2626,阿坝金理饭店,四川,阿坝,米亚罗,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2627,九寨沟达吉寺驿栈,四川,阿坝,漳扎镇,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2628,黑水西部宾馆,四川,阿坝,达古冰川,二星及其他,低星,20,5.0,1,34.06,3,4,1,1,3,4,1,1,1,0.3333,34147.0,0.079
2629,九寨沟寨美假日酒店,四川,阿坝,毕棚沟,二星及其他,低星,50,4.762350082,49,34.06,130,215,80,134,130,215,80,134,2,0.0154,34147.0,0.079
2630,理县走天涯客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2631,茂县格桑梅朵客栈,四川,阿坝,毕棚沟,二星及其他,低星,10,4.696969986,6,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2632,阿坝嚓嘎宾馆,四川,阿坝,米亚罗,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2633,九寨沟神龙酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2634,九寨沟浩骞客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2635,阿坝泉水叮咚客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2636,九寨沟永竹鑫悦宾馆,四川,阿坝,漳扎镇,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2637,九寨沟水扶州宾馆,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2638,理县毕棚沟永贵客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2639,阿坝格西山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2640,阿坝松赞天居度假酒店,四川,阿坝,漳扎镇,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2641,松潘梦乡客栈,四川,阿坝,松潘古城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2642,松潘时光游走青旅,四川,阿坝,松潘古城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2643,松潘天际会所,四川,阿坝,松潘古城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2644,九寨沟来这里住宿,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2645,理县开心驿栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2646,阿坝平安人家住宿,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2647,松潘迎宾客栈,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,1,1.0,34147.0,0.079
2648,松潘四季商务宾馆,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2649,黑水岚云宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2650,茂县尔玛旅家住宿,四川,阿坝,坪头羌寨,二星及其他,低星,5,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2651,九寨沟如意旅馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2652,马尔康如意商务宾馆,四川,阿坝,毕棚沟,二星及其他,低星,27,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2653,理县天籁孟屯农家乐,四川,阿坝,毕棚沟,二星及其他,低星,20,4.0,1,34.06,8,9,4,4,8,9,4,4,1,0.125,34147.0,0.079
2654,松潘夏尔吧酒店,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,25,5.0,3,34.06,1,2,1,2,1,2,1,2,0,0.0,34147.0,0.079
2655,松潘嘎西目宾馆,四川,阿坝,松潘古城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2656,九寨沟向源休闲庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2657,九寨沟吉祥酒店,四川,阿坝,漳扎镇,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2658,阿坝卢家宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,3,10,1,2,3,10,1,2,0,0.0,34147.0,0.079
2659,黑水县卓玛宜家客栈,四川,阿坝,达古冰川,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2660,理县兴郑住宿,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2661,九寨沟兴旺客栈,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2662,小金佳誉商务宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2663,松潘任三宾馆,四川,阿坝,松潘古城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2664,九寨上四寨客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2665,九寨沟九九财源客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2666,阿坝九寨新华农家乐,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2667,阿坝俄娲卡酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2668,阿坝上吉客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2669,黑水达古冰川山景宾馆,四川,阿坝,达古冰川,二星及其他,低星,20,4.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2670,阿坝阿古神树山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,10,10,2,2,10,10,2,2,4,0.4,34147.0,0.079
2671,阿坝马尔康原筑青年旅舍,四川,阿坝,毕棚沟,二星及其他,客栈,20,4.83893013,25,34.06,33,44,25,29,33,44,25,29,0,0.0,34147.0,0.079
2672,红原县宝来瑞意酒店,四川,阿坝,毕棚沟,二星及其他,低星,42,5.0,2,34.06,17,40,10,20,5,12,3,8,0,0.0,34147.0,0.079
2673,黑水黑牛客栈,四川,阿坝,达古冰川,二星及其他,低星,10,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2674,阿坝美好记忆客栈,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,20,5.0,3,34.06,8,10,6,8,8,10,6,8,0,0.0,34147.0,0.079
2675,阿坝毕棚沟印象酒店,四川,阿坝,毕棚沟,二星及其他,低星,32,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2676,汶川红运商务酒店,四川,阿坝,毕棚沟,二星及其他,低星,10,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2677,阿坝阿甲部落客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,3,34.06,3,3,1,1,1,1,1,1,1,1.0,34147.0,0.079
2678,九寨沟神仙池大酒店,四川,阿坝,毕棚沟,二星及其他,低星,200,4.172410011,5,34.06,24,32,6,7,24,32,6,7,0,0.0,34147.0,0.079
2679,阿坝亚老三宾馆,四川,阿坝,松潘古城,二星及其他,低星,8,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2680,松潘夏尔巴藏屋客栈,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,10,5.0,1,34.06,4,5,2,2,4,5,2,2,0,0.0,34147.0,0.079
2681,阿坝三江花香园生态农庄,四川,阿坝,毕棚沟,二星及其他,低星,24,5.0,1,34.06,2,2,1,1,2,2,1,1,0,0.0,34147.0,0.079
2682,阿坝理县苹果旅舍,四川,阿坝,毕棚沟,二星及其他,低星,15,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2683,阿坝平安客栈,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2684,阿坝嘎斯甲藏家楼客栈,四川,阿坝,古尔沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2685,阿坝名人酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2686,理县吉祥宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2687,阿坝顺兴客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,1,1.0,34147.0,0.079
2688,阿坝九顶山羌寨山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2689,阿坝九顶山十米农庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,3,3,1,1,3,3,1,1,0,0.0,34147.0,0.079
2690,阿坝鑫逸酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2691,阿坝仁和商务酒店一店,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2692,阿坝茂县怡林客栈,四川,阿坝,坪头羌寨,二星及其他,低星,24,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2693,阿坝九寨沟御庭精品酒店,四川,阿坝,漳扎镇,二星及其他,低星,33,4.411690235,43,34.06,32,47,18,26,31,46,18,26,4,0.129,34147.0,0.079
2694,茂县土地岭饭店,四川,阿坝,毕棚沟,二星及其他,低星,12,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2695,阿坝九寨沟米兰精品酒店,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,33,4.48402977,124,34.06,212,336,142,226,201,317,135,213,0,0.0,34147.0,0.079
2696,九寨沟颐馨庄园,四川,阿坝,漳扎镇,二星及其他,低星,15,5.0,39,34.06,113,220,91,178,99,192,84,166,2,0.0202,34147.0,0.079
2697,阿坝九寨沟墅式宾馆,四川,阿坝,九寨沟县城,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2698,阿坝瑞福酒店,四川,阿坝,松潘古城,二星及其他,低星,24,5.0,10,34.06,17,27,11,17,12,14,8,10,1,0.0833,34147.0,0.079
2699,阿坝茂县高家小院住宿,四川,阿坝,坪头羌寨,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2700,九寨沟云邸·天境隐世山庄,四川,阿坝,漳扎镇,二星及其他,低星,35,4.454549789,2,34.06,12,17,7,9,5,9,2,3,0,0.0,34147.0,0.079
2701,阿坝九寨柏拉图酒店,四川,阿坝,漳扎镇,二星及其他,低星,29,4.545589924,40,34.06,142,242,81,131,106,178,69,109,0,0.0,34147.0,0.079
2702,金川藏式农家乐,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2703,阿坝云燕山庄,四川,阿坝,四姑娘山,二星及其他,低星,20,5.0,1,34.06,7,9,3,5,7,9,3,5,3,0.4286,34147.0,0.079
2704,登巴国际连锁客栈金川民居店,四川,阿坝,毕棚沟,经济型,低星,12,4.54197979,4,34.06,2,2,2,2,2,2,2,2,0,0.0,34147.0,0.079
2705,九寨沟吉祥藏家客栈,四川,阿坝,九寨沟沟口,二星及其他,低星,7,5.0,6,34.06,5,9,4,8,5,9,4,8,0,0.0,34147.0,0.079
2706,金川幸福庄园休闲驿站,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2707,阿坝央卓藏家客栈,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,20,5.0,1,34.06,2,3,1,1,2,3,1,1,2,1.0,34147.0,0.079
2708,九寨沟海角七号青年旅舍,四川,阿坝,九寨沟沟口,二星及其他,客栈,20,4.77971983,161,34.06,38,58,22,33,38,58,22,33,0,0.0,34147.0,0.079
2709,九寨沟异乡情客栈,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,14,5.0,1,34.06,6,9,5,7,6,9,5,7,0,0.0,34147.0,0.079
2710,九寨沟沟口印象酒店,四川,阿坝,漳扎镇,二星及其他,低星,24,4.795380116,58,34.06,229,381,163,273,220,367,159,267,1,0.0045,34147.0,0.079
2711,阿坝毕棚沟四庆客栈（客运站店）,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2712,九寨沟祥瑞主题酒店,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,20,4.393939972,10,34.06,36,59,29,47,36,59,29,47,0,0.0,34147.0,0.079
2713,阿坝九寨沟金鑫自驾客栈,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,17,4.519999981,3,34.06,22,39,16,29,20,36,14,26,0,0.0,34147.0,0.079
2714,九寨沟半舍客栈,四川,阿坝,漳扎镇,二星及其他,客栈,20,4.798799992,98,34.06,36,55,25,41,18,31,14,27,0,0.0,34147.0,0.079
2715,四姑娘山西康雪域客栈,四川,阿坝,四姑娘山,二星及其他,客栈,15,4.683080196,27,34.06,48,108,18,38,32,73,15,32,5,0.1563,34147.0,0.079
2716,九寨沟开心宾馆,四川,阿坝,毕棚沟,二星及其他,低星,11,5.0,2,34.06,1,4,1,1,1,4,1,1,1,1.0,34147.0,0.079
2717,九寨沟荷叶住宿,四川,阿坝,漳扎镇,二星及其他,低星,40,5.0,6,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2718,九寨沟凯豪酒店,四川,阿坝,漳扎镇,二星及其他,低星,26,4.587629795,15,34.06,47,68,32,49,47,68,32,49,0,0.0,34147.0,0.079
2719,九寨沟磨坊藏家驿站,四川,阿坝,毕棚沟,二星及其他,低星,12,4.786670208,44,34.06,38,52,29,39,37,47,29,39,0,0.0,34147.0,0.079
2720,九寨沟希悦酒店,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,14,4.643479824,19,34.06,31,45,25,36,28,40,24,34,0,0.0,34147.0,0.079
2721,九寨沟重庆商务宾馆,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,28,4.612170219,53,34.06,142,239,89,154,125,200,79,127,0,0.0,34147.0,0.079
2722,阿坝鼎盛休闲山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,1.0,1,34.06,15,34,10,20,14,31,10,20,5,0.3571,34147.0,0.079
2723,阿坝耿扎山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,2,3,1,1,1,2,1,1,1,1.0,34147.0,0.079
2724,阿坝温馨家园酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,4.0,2,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2725,阿坝茂航商务酒店,四川,阿坝,坪头羌寨,二星及其他,低星,9,5.0,1,34.06,1,2,1,1,1,2,1,1,0,0.0,34147.0,0.079
2726,阿坝尔玛乡村客栈22号,四川,阿坝,坪头羌寨,二星及其他,低星,5,5.0,1,34.06,1,1,1,1,1,1,1,1,1,1.0,34147.0,0.079
2727,阿坝半岛酒店,四川,阿坝,坪头羌寨,二星及其他,低星,5,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2728,阿坝九鼎山田缘人家住宿,四川,阿坝,毕棚沟,二星及其他,低星,7,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2729,阿坝坪头农家客栈,四川,阿坝,坪头羌寨,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2730,九寨沟金色年华青年旅舍,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,客栈,22,5.0,1,34.06,9,16,8,13,9,16,8,13,0,0.0,34147.0,0.079
2731,阿坝坪头鼎城商务酒店,四川,阿坝,坪头羌寨,二星及其他,低星,5,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2732,马尔康蓝天假日宾馆,四川,阿坝,毕棚沟,二星及其他,低星,20,4.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2733,阿坝时光九寨精品客栈,四川,阿坝,漳扎镇,二星及其他,低星,17,4.811560154,48,34.06,19,29,16,26,19,29,16,26,1,0.0526,34147.0,0.079
2734,阿坝汶川袁氏商务客栈,四川,阿坝,毕棚沟,二星及其他,低星,18,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2735,阿坝汶川红塔招待所,四川,阿坝,毕棚沟,二星及其他,低星,30,1.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2736,阿坝汶川水磨古镇羌家客栈,四川,阿坝,水磨镇,二星及其他,低星,18,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2737,阿坝汶川水磨古镇福树林客栈,四川,阿坝,水磨镇,二星及其他,低星,28,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2738,阿坝汶川水磨古镇吉旺客栈,四川,阿坝,水磨镇,二星及其他,低星,15,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2739,阿坝汶川水磨古镇家人客栈,四川,阿坝,水磨镇,二星及其他,低星,8,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2740,阿坝汶川水磨古镇周姐客栈,四川,阿坝,水磨镇,二星及其他,低星,8,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2741,阿坝汶川水磨社区招待所,四川,阿坝,水磨镇,二星及其他,低星,22,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2742,阿坝汶川水磨古镇古桥客栈,四川,阿坝,水磨镇,二星及其他,低星,18,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2743,阿坝汶川岷卫商务酒店,四川,阿坝,毕棚沟,二星及其他,低星,28,1.181820035,2,34.06,20,25,10,11,20,25,10,11,2,0.1,34147.0,0.079
2744,阿坝汶川友家旅店,四川,阿坝,毕棚沟,二星及其他,低星,6,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2745,阿坝九寨沟皇悦精品客栈,四川,阿坝,九寨沟沟口漳扎镇,二星及其他,低星,27,5.0,1,34.06,9,13,2,2,9,13,2,2,4,0.4444,34147.0,0.079
2746,阿坝休斯顿青年旅舍,四川,阿坝,毕棚沟,二星及其他,客栈,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2747,阿坝羌乡阁客栈,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,4,4,1,1,4,4,1,1,2,0.5,34147.0,0.079
2748,阿坝九寨沟景区尚语客栈,四川,阿坝,九寨沟沟口,二星及其他,客栈,30,5.0,2,34.06,6,8,2,2,6,8,2,2,2,0.3333,34147.0,0.079
2749,阿坝宜家人客栈,四川,阿坝,漳扎镇,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2750,马尔康林业宾馆,四川,阿坝,毕棚沟,二星及其他,低星,48,4.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2751,九寨沟布丁客栈,四川,阿坝,漳扎镇,二星及其他,客栈,16,4.876540184,22,34.06,20,39,11,24,15,29,11,24,0,0.0,34147.0,0.079
2752,九寨沟薰衣草主题酒店,四川,阿坝,漳扎镇,二星及其他,低星,48,3.997469902,17,34.06,15,22,7,9,1,1,1,1,0,0.0,34147.0,0.079
2753,阿坝龙头源酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,6,11,2,6,6,11,2,6,1,0.1667,34147.0,0.079
2754,阿坝云上牧歌度假山庄,四川,阿坝,坪头羌寨,二星及其他,低星,5,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2755,阿坝红原家园酒店A楼店,四川,阿坝,毕棚沟,二星及其他,低星,50,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2756,阿坝卡宾滑雪度假酒店,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
2757,阿坝高家庄住宿,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,2,5,1,1,1,2,1,1,1,1.0,34147.0,0.079
2758,阿坝神漂山庄,四川,阿坝,毕棚沟,二星及其他,低星,20,5.0,1,34.06,1,1,1,1,1,1,1,1,0,0.0,34147.0,0.079
